battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_w,call_ratio,cores_ord,speed_ord,sim_ord,wifi_ord,bluetooth_bin,screen_bin
1425,0.5,89,396,1648,3771,10,3,9,Yes,4,triple,low,Single,,2.0,33.9,LCD,b,1316.97,412.35,1395.31,158.33,3,1,0,2,1,0
726,0.8,94,323,978,1342,16,11,4,No,4,quad,medium,Single,,20.0,40.63,Touch,a,727.94,134.74,225.83,181.5,4,2,0,3,0,1
1576,0.6,148,410,1551,1379,17,1,16,Yes,4,triple,medium,Single,,,20.31,LCD,b,856.68,239.28,3939.54,98.5,3,2,0,2,1,0
714,0.1,197,1750,1857,1164,15,12,19,Yes,4,triple,medium,Dual,5.0,6.0,11.33,Touch,none,1088.51,337.4,393.07,37.58,3,2,1,1,1,1
1595,0.9,88,1475,1988,908,18,13,6,No,2,single,medium,Dual,1.0,20.0,63.51,LCD,g,864.55,283.18,388.42,265.83,1,2,1,4,0,0
541,0.4,127,1836,1873,1019,19,9,15,No,4,quad,medium,Single,,,10.75,Touch,none,821.82,316.87,528.6,36.07,4,2,0,1,0,1
1617,0.9,113,283,676,3685,13,1,18,Yes,2,hexa,high,Single,14.0,20.0,29.49,LCD,none,987.24,142.77,1717.04,89.83,6,3,0,1,1,0
1154,0.2,98,539,1240,1470,12,0,12,No,4,single,medium,Dual,2.0,13.0,5.18,LCD,none,727.5,286.19,0.0,96.17,1,2,1,1,0,0
1638,0.2,189,440,563,2299,19,9,9,No,3,single,medium,Single,6.0,11.0,2.66,Touch,n,745.53,86.33,158.89,182.0,1,2,0,5,0,1
1150,0.4,151,397,800,999,6,2,11,Yes,3,octa,high,Single,,1.0,39.62,Touch,none,719.6,358.67,1016.0,104.55,8,3,0,1,1,1
1254,0.2,149,204,1021,3011,7,4,12,Yes,4,single,high,Single,,10.0,44.13,Touch,none,839.64,328.02,648.34,104.5,1,3,0,1,1,1
1806,0.1,117,347,727,3142,13,0,6,Yes,4,single,medium,Dual,2.0,11.0,54.45,LCD,g,1542.37,157.4,0.0,301.0,1,2,1,4,1,0
603,0.7,114,1003,1284,1543,7,5,19,No,3,hexa,medium,Single,8.0,20.0,12.69,Touch,none,581.23,481.09,652.27,31.74,6,2,0,1,0,1
1834,0.1,99,0,1987,3692,13,0,16,No,4,quad,medium,Single,7.0,11.0,40.66,Touch,none,1502.45,388.23,0.0,114.62,4,2,0,1,0,1
520,0.8,145,264,519,2753,13,7,17,No,4,hexa,high,Single,,14.0,30.96,LCD,a,788.82,100.17,188.32,30.59,6,3,0,3,0,0
565,0.1,158,543,703,2156,13,6,6,No,3,dual,low,Dual,1.0,8.0,50.63,Touch,b,628.93,157.58,297.6,94.17,2,1,1,2,0,1
1689,0.5,150,467,675,2637,8,4,3,Yes,3,penta,low,Single,11.0,15.0,9.45,LCD,none,963.99,233.09,428.63,563.0,5,1,0,1,1,0
742,0.7,104,875,925,331,11,8,7,Yes,3,octa,high,Single,,1.0,21.71,LCD,none,587.19,237.78,293.69,106.0,8,3,0,1,1,0
1143,1.0,125,1116,1724,1214,12,5,16,No,4,triple,medium,Dual,1.0,6.0,22.61,Touch,none,702.94,401.26,875.79,71.44,3,2,1,1,0,1
761,0.8,196,1325,1945,2248,19,3,15,Yes,3,hepta,low,Single,9.0,15.0,2.95,Touch,n,888.31,310.77,1646.77,50.73,7,1,0,5,1,1
959,0.4,196,1313,1331,3073,19,1,8,Yes,3,penta,medium,Dual,,14.0,36.93,Touch,b,679.41,249.6,3380.74,119.88,5,2,1,2,1,1
772,0.6,134,552,1802,422,7,6,15,Yes,4,hepta,medium,Dual,7.0,8.0,8.83,LCD,none,596.23,519.22,762.85,51.47,7,2,1,1,1,0
1015,0.5,102,335,679,2293,5,1,2,Yes,2,triple,low,Single,5.0,14.0,12.71,Touch,none,621.85,377.16,1724.66,507.5,3,1,0,1,1,1
1824,0.7,103,50,1105,3958,12,2,19,Yes,4,single,medium,Dual,9.0,14.0,2.28,Touch,none,1364.46,230.95,1403.35,96.0,1,2,1,1,1,1
1130,0.7,130,593,1327,432,6,1,10,Yes,4,single,low,Dual,1.0,14.0,29.29,Touch,b,748.43,606.93,3370.58,113.0,1,1,1,2,1,1
1183,0.1,120,268,1010,1152,8,3,3,Yes,4,octa,low,Dual,3.0,12.0,48.5,LCD,none,769.32,310.65,855.13,394.33,8,1,1,1,1,0
574,0.5,118,382,1364,1303,8,4,2,Yes,4,hexa,medium,Dual,,2.0,26.18,LCD,a,825.02,402.25,866.14,287.0,6,2,1,3,1,0
1472,0.3,169,443,892,797,6,1,11,No,4,dual,high,Single,4.0,6.0,20.5,Touch,none,734.95,415.88,2265.68,133.82,2,3,0,1,0,1
1868,0.9,179,576,884,298,8,2,17,Yes,4,octa,low,Single,2.0,17.0,40.76,Touch,none,647.23,324.99,1122.68,109.88,8,1,0,1,1,1
1375,0.4,147,596,679,3847,8,0,12,No,3,hexa,high,Single,2.0,7.0,20.58,LCD,g,708.95,286.85,0.0,114.58,6,3,0,4,0,0
881,0.5,160,115,636,2110,18,9,6,No,3,triple,medium,Single,1.0,6.0,64.37,Touch,b,652.73,81.57,179.49,146.83,3,2,0,2,0,1
1742,0.9,176,356,1407,1921,9,2,3,Yes,4,triple,low,Dual,5.0,7.0,43.62,Touch,none,743.18,399.85,1786.89,580.67,3,1,1,1,1,1
1225,0.1,107,10,1567,2423,17,11,6,No,3,dual,low,Dual,6.0,15.0,60.74,LCD,none,731.25,196.57,361.83,204.17,2,1,1,1,0,0
1970,1.0,132,1399,1684,1658,15,9,20,Yes,4,dual,low,Dual,,,15.6,Touch,b,1130.85,317.89,475.26,98.5,2,1,1,2,1,1
1186,0.4,160,68,584,2361,17,8,7,Yes,3,octa,low,Dual,2.0,4.0,21.11,LCD,none,878.49,79.48,185.42,169.43,8,1,1,1,1,0
1762,0.1,157,643,790,1380,14,5,14,No,3,quad,low,Single,7.0,10.0,60.42,LCD,none,768.27,174.04,401.32,125.86,4,1,0,1,0,0
1731,0.5,163,809,1988,3892,5,1,4,Yes,4,hexa,medium,Dual,4.0,18.0,4.67,Touch,g,917.12,1069.15,5049.52,432.75,6,2,1,4,1,1
852,0.8,160,683,1349,315,7,6,20,No,4,penta,medium,Dual,5.0,9.0,8.2,LCD,none,689.58,416.57,571.08,42.6,5,2,1,1,0,0
848,0.3,151,56,527,2289,10,2,19,Yes,4,quad,medium,Dual,4.0,16.0,36.32,Touch,a,942.27,132.0,669.29,44.63,4,2,1,3,1,1
1575,0.2,185,492,818,2182,7,3,17,No,4,hepta,high,Dual,,20.0,11.39,Touch,none,1064.59,318.36,692.57,92.65,7,3,1,1,0,1
1554,0.1,105,699,1492,2184,13,9,20,No,3,hexa,high,Dual,7.0,18.0,23.91,LCD,n,864.98,264.68,421.08,77.7,6,3,1,5,0,0
1972,0.5,92,290,804,2872,7,2,11,Yes,3,octa,medium,Single,,2.0,48.59,LCD,n,1233.26,298.2,1021.08,179.27,8,2,0,5,1,0
827,0.2,87,23,826,2367,5,3,15,Yes,4,hexa,low,Dual,9.0,17.0,35.49,LCD,g,928.41,359.95,699.35,55.13,6,1,1,4,1,0
1063,0.9,155,394,849,1919,12,10,20,No,3,quad,medium,Single,7.0,10.0,3.56,Touch,none,812.64,152.19,215.65,53.15,4,2,0,1,0,1
1695,0.4,84,713,1742,3296,17,6,14,No,2,penta,high,Dual,1.0,10.0,34.48,LCD,none,826.77,265.2,737.45,121.07,5,3,1,1,0,0
1343,0.9,81,1063,1205,462,18,7,11,No,4,octa,high,Dual,5.0,10.0,14.54,Touch,a,830.31,211.33,437.24,122.09,8,3,1,3,0,1
834,0.2,123,1421,1463,1591,11,9,20,No,4,single,low,Single,2.0,16.0,27.77,Touch,none,810.0,364.49,412.89,41.7,1,1,0,1,0,1
595,0.4,122,623,816,1593,19,11,2,No,4,dual,high,Single,,18.0,20.2,LCD,a,798.83,118.78,188.42,297.5,2,3,0,3,0,0
1081,0.1,101,83,816,2456,7,4,7,Yes,4,hepta,medium,Dual,13.0,17.0,42.45,LCD,none,737.33,258.41,518.16,154.43,7,2,1,1,1,0
911,0.7,199,1563,1692,2933,16,3,11,No,2,quad,medium,Dual,3.0,4.0,14.2,Touch,none,991.38,359.41,1432.56,82.82,4,2,1,1,0,1
844,0.9,197,777,1995,3154,14,11,7,No,4,hepta,medium,Dual,1.0,2.0,22.84,LCD,none,820.28,305.43,460.66,120.57,7,2,1,1,0,0
1335,0.8,180,83,559,3615,5,2,9,Yes,3,dual,high,Single,3.0,4.0,60.39,LCD,none,1012.51,266.55,709.93,148.33,2,3,0,1,1,0
1883,0.1,87,203,915,3563,17,10,3,No,2,single,medium,Single,9.0,16.0,24.21,LCD,none,828.75,120.7,232.41,627.67,1,2,0,1,0,0
1128,0.6,147,938,1226,1440,17,15,19,Yes,3,octa,low,Dual,6.0,7.0,33.43,LCD,none,826.83,172.94,207.6,59.37,8,1,1,1,1,0
826,0.6,117,1077,1183,1907,15,14,5,Yes,4,dual,high,Dual,14.0,17.0,57.56,LCD,none,766.92,198.04,214.63,165.2,2,3,1,1,1,0
1650,0.7,89,773,881,324,14,10,2,No,4,single,high,Single,,1.0,38.52,Touch,n,856.64,173.03,223.77,825.0,1,3,0,5,0,1
1162,0.5,104,332,866,1404,10,3,15,No,3,quad,medium,Single,,10.0,50.44,Touch,b,763.86,225.64,733.21,77.47,4,2,0,2,0,1
1517,0.8,169,570,1645,2738,18,16,12,No,4,quad,high,Single,2.0,18.0,8.94,LCD,none,927.26,183.61,261.14,126.42,4,3,0,1,0,0
963,0.8,156,742,821,2722,12,6,16,No,4,triple,low,Single,1.0,3.0,60.63,LCD,none,1113.34,209.51,347.56,60.19,3,1,0,1,0,0
1837,0.9,103,1420,1539,2294,8,7,20,No,4,octa,medium,Dual,5.0,6.0,12.47,LCD,a,1211.55,500.35,558.44,91.85,8,2,1,3,0,0
1028,0.1,193,1801,1923,1424,18,4,13,Yes,4,single,high,Single,1.0,10.0,30.49,LCD,g,1035.32,362.93,1221.11,79.08,1,3,0,4,1,0
1831,1.0,189,1693,1790,1133,14,3,10,Yes,2,octa,medium,Dual,4.0,9.0,55.91,Touch,none,866.93,437.08,1515.53,183.1,8,2,1,1,1,1
571,0.6,101,31,1536,555,19,10,11,Yes,4,hexa,medium,Dual,5.0,11.0,58.54,LCD,a,601.59,181.75,390.14,51.91,6,2,1,3,1,0
1770,0.6,183,1098,1373,3785,13,10,14,Yes,3,hexa,high,Single,,5.0,9.41,LCD,b,1144.38,272.26,348.74,126.43,6,3,0,2,1,0
970,0.2,84,1765,1786,3675,12,0,12,Yes,2,hepta,medium,Dual,5.0,19.0,59.47,LCD,none,1116.57,531.49,0.0,80.83,7,2,1,1,1,0
642,0.8,86,887,1775,435,9,2,2,Yes,4,penta,low,Single,,10.0,38.39,Touch,none,696.92,546.67,2254.25,321.0,5,1,0,1,1,1
622,0.8,193,760,1964,3183,5,0,4,Yes,3,octa,medium,Dual,12.0,14.0,11.48,Touch,n,1274.02,1069.81,0.0,155.5,8,2,1,5,1,1
600,0.8,199,486,1032,3495,17,4,7,Yes,4,dual,medium,Single,9.0,15.0,6.41,Touch,none,800.14,165.9,655.32,85.71,2,2,0,1,1,1
1412,0.2,86,2,660,1853,15,10,18,No,2,triple,low,Single,9.0,10.0,57.22,LCD,b,650.08,92.99,167.64,78.44,3,1,0,2,0,0
733,0.4,138,202,1787,2648,12,0,19,No,3,quad,low,Single,7.0,12.0,16.46,Touch,none,811.58,380.66,0.0,38.58,4,1,0,1,0,1
1070,0.8,160,90,1614,2647,14,13,20,Yes,2,hepta,high,Single,9.0,16.0,19.06,Touch,none,459.0,214.91,315.35,53.5,7,3,0,1,1,1
875,0.7,146,469,853,702,19,15,15,Yes,3,octa,low,Dual,1.0,8.0,30.57,Touch,b,637.88,102.14,144.44,58.33,8,1,1,2,1,1
1994,0.4,189,86,1546,1836,12,11,18,Yes,3,dual,low,Single,5.0,7.0,5.61,LCD,none,965.91,241.6,356.99,110.78,2,1,0,1,1,0
823,0.2,182,1180,1350,3894,13,10,9,No,4,penta,medium,Dual,9.0,16.0,18.1,Touch,none,1301.89,277.68,342.9,91.44,5,2,1,1,0,1
1908,1.0,111,140,1046,2944,19,17,17,No,4,dual,low,Single,9.0,19.0,30.18,LCD,a,760.0,105.14,156.28,112.24,2,1,0,3,0,0
790,0.1,89,1100,1437,3424,13,11,9,No,4,octa,low,Dual,7.0,8.0,44.67,Touch,none,1026.46,269.92,331.82,87.78,8,1,1,1,0,1
1330,0.5,177,194,892,2678,9,4,14,Yes,3,single,medium,Dual,1.0,5.0,39.73,Touch,a,855.29,235.42,566.42,95.0,1,2,1,3,1,1
1660,0.7,100,440,569,2424,12,5,9,No,4,octa,low,Single,2.0,8.0,15.42,Touch,none,958.11,140.54,289.05,184.44,8,1,0,1,0,1
1776,0.9,82,1563,1803,2671,15,10,12,No,2,hexa,medium,Single,2.0,16.0,20.61,Touch,a,857.14,336.2,457.96,148.0,6,2,0,3,0,1
1611,0.9,199,163,1011,3078,15,2,6,No,4,single,low,Dual,4.0,10.0,28.08,LCD,b,1217.13,171.89,1283.97,268.5,1,1,1,2,0,0
1410,0.3,92,192,1311,2304,18,4,18,Yes,4,triple,low,Dual,,1.0,15.46,Touch,none,774.71,182.52,832.49,78.33,3,1,1,1,1,1
1772,0.5,159,837,1405,1146,6,1,17,Yes,4,dual,medium,Single,17.0,18.0,45.52,Touch,none,1002.48,682.91,3568.7,104.24,2,2,0,1,1,1
1280,1.0,108,356,588,2335,6,4,2,Yes,4,hepta,medium,Single,,1.0,39.17,LCD,g,778.65,242.12,373.38,640.0,7,2,0,4,1,0
1712,1.0,155,155,663,1422,5,0,15,Yes,3,hepta,low,Dual,2.0,19.0,23.35,Touch,none,997.26,345.89,0.0,114.13,7,1,1,1,1,1
1562,0.1,140,1032,1776,2096,15,3,3,Yes,2,octa,low,Single,,1.0,55.45,LCD,none,658.27,341.07,1503.68,520.67,8,1,0,1,1,0
891,0.1,153,40,1435,1303,17,16,4,No,4,hexa,medium,Dual,1.0,3.0,18.36,Touch,n,727.45,156.19,227.81,222.75,6,2,1,5,0,1
1957,0.8,151,1194,1727,1115,16,2,18,No,4,dual,medium,Dual,18.0,19.0,36.13,LCD,g,849.66,330.73,2193.29,108.72,2,2,1,4,0,0
1110,0.9,192,1179,1262,456,12,8,18,No,3,penta,low,Single,1.0,2.0,42.36,Touch,none,575.1,304.16,400.69,61.67,5,1,0,1,0,1
875,0.6,104,902,969,3396,14,2,18,Yes,4,octa,medium,Dual,1.0,3.0,43.41,LCD,none,1170.03,237.77,1230.63,48.61,8,2,1,1,1,0
1211,0.3,130,58,963,2750,6,1,14,Yes,2,dual,medium,Single,,3.0,28.57,Touch,none,666.21,402.85,2446.02,86.5,2,2,0,1,1,1
769,0.2,112,1385,1780,941,15,8,20,No,4,quad,low,Dual,12.0,19.0,54.67,LCD,b,660.36,336.98,565.15,38.45,4,1,1,2,0,0
671,0.1,95,614,1617,2278,13,4,2,No,4,hexa,high,Single,7.0,19.0,2.25,LCD,none,918.74,323.0,1026.8,335.5,6,3,0,1,0,0
1872,0.5,172,672,1088,2273,8,4,8,No,4,quad,low,Single,5.0,10.0,27.16,LCD,a,1173.17,363.15,690.88,234.0,4,1,0,3,0,0
1076,0.7,191,1088,1718,2355,17,16,2,No,4,penta,high,Dual,,,14.65,Touch,g,891.13,221.25,272.73,538.0,5,3,1,4,0,1
1325,0.1,146,499,695,2328,17,10,2,No,3,single,medium,Single,2.0,10.0,50.45,LCD,none,953.45,110.18,176.53,662.5,1,2,0,1,0,0
911,0.5,182,157,763,2638,8,4,13,Yes,4,dual,medium,Dual,1.0,2.0,28.59,Touch,n,1056.81,221.22,484.51,70.08,2,2,1,5,1,1
1273,0.6,178,485,1399,558,8,5,13,Yes,3,hexa,low,Single,1.0,14.0,23.68,LCD,none,779.64,398.66,710.69,97.92,6,1,0,1,1,0
1062,0.9,124,571,817,1345,16,0,11,No,4,quad,low,Single,3.0,4.0,39.94,LCD,g,829.26,158.24,0.0,96.55,4,1,0,4,0,0
1317,0.1,154,431,542,425,7,0,11,No,3,dual,medium,Single,6.0,9.0,12.65,Touch,b,529.39,251.27,0.0,119.73,2,2,0,2,0,1
940,0.7,115,499,1090,2192,15,13,9,No,3,quad,high,Single,,1.0,16.41,Touch,b,547.22,153.4,212.97,104.44,4,3,0,2,0,1
729,0.6,135,563,1055,3397,19,15,17,Yes,3,hexa,medium,Single,,2.0,14.6,LCD,a,956.29,125.47,178.65,42.88,6,2,0,3,1,0
1494,0.9,93,944,1003,1208,14,13,17,No,4,hepta,high,Single,6.0,17.0,3.64,Touch,none,814.26,183.12,195.97,87.88,7,3,0,1,0,1
1546,0.7,124,1138,1491,267,12,10,16,Yes,4,dual,medium,Dual,2.0,6.0,27.07,Touch,none,839.59,305.0,378.71,96.62,2,2,1,1,1,1
1253,0.9,113,161,647,3518,7,3,8,No,4,quad,low,Single,,10.0,34.55,Touch,g,1189.43,222.37,547.79,156.62,4,1,0,4,0,1
895,0.3,164,126,1575,3122,7,0,4,No,2,octa,low,Dual,6.0,14.0,16.21,LCD,g,751.4,573.33,0.0,223.75,8,1,1,4,0,0
793,0.3,124,15,1196,1050,11,9,3,Yes,4,octa,medium,Dual,,2.0,43.35,Touch,a,688.59,213.76,337.54,264.33,8,2,1,3,1,1
1628,0.1,136,500,1713,3358,17,11,12,Yes,3,dual,medium,Dual,11.0,13.0,56.46,Touch,g,1038.86,223.85,395.55,135.67,2,2,1,4,1,1
625,0.8,138,203,1771,2929,10,4,17,No,3,octa,high,Dual,2.0,3.0,42.9,LCD,none,793.71,420.4,1124.59,36.76,8,3,1,1,0,0
1110,0.3,153,961,1950,624,9,7,15,No,4,octa,medium,Single,2.0,5.0,12.31,LCD,none,882.05,484.29,707.57,74.0,8,2,0,1,0,0
999,0.6,132,608,1970,1598,7,0,8,No,2,single,medium,Single,6.0,17.0,49.24,Touch,none,713.63,748.1,0.0,124.88,1,2,0,1,0,1
1856,0.1,155,277,1155,2052,17,6,10,No,4,penta,low,Dual,,1.0,24.1,Touch,none,1153.69,167.35,488.95,185.6,5,1,1,1,0,1
1715,0.6,120,114,1849,1249,16,2,4,No,4,hexa,high,Dual,9.0,20.0,15.37,Touch,none,1028.89,291.82,2348.23,428.75,6,3,1,1,0,1
1897,0.3,154,630,738,412,17,11,2,Yes,4,dual,medium,Single,2.0,7.0,54.42,LCD,none,970.69,121.72,170.41,948.5,2,2,0,1,1,0
1202,0.1,122,404,1742,595,19,0,3,Yes,2,dual,high,Dual,,1.0,19.11,LCD,none,426.48,239.06,0.0,400.67,2,3,1,1,1,0
1171,0.3,167,248,755,263,6,5,8,Yes,2,hepta,medium,Dual,2.0,19.0,19.71,LCD,none,474.82,258.44,383.54,146.38,7,2,1,1,1,0
964,0.7,86,225,1234,2577,17,16,5,No,4,octa,medium,Single,,,22.8,Touch,none,987.81,136.47,195.9,192.8,8,2,0,1,0,1
1973,0.1,193,699,851,639,6,0,3,Yes,2,quad,high,Dual,6.0,10.0,46.38,LCD,b,570.78,466.21,0.0,657.67,4,3,1,2,1,0
1992,0.1,141,649,895,3206,10,9,10,Yes,3,single,low,Dual,11.0,14.0,2.48,Touch,none,1105.21,208.72,252.59,199.2,1,1,1,1,1,1
546,1.0,159,416,1658,1550,7,2,3,Yes,2,penta,high,Dual,5.0,15.0,26.01,Touch,none,453.18,596.4,2105.66,182.0,5,3,1,1,1,1
1093,0.6,171,1310,1420,1646,12,0,6,No,4,dual,low,Single,1.0,12.0,31.37,Touch,none,1173.87,408.93,0.0,182.17,2,1,0,1,0,1
1880,0.1,200,930,1983,1930,17,7,15,Yes,2,quad,medium,Single,11.0,14.0,35.95,Touch,none,820.43,302.6,719.55,125.33,4,2,0,1,1,1
1765,0.7,87,835,1175,3695,6,5,18,No,3,dual,medium,Single,3.0,7.0,11.27,LCD,none,1225.14,468.79,596.9,98.06,2,2,0,1,0,0
1640,0.9,87,664,1806,3235,6,1,10,No,4,octa,low,Dual,1.0,11.0,36.29,LCD,b,1193.07,803.49,4587.24,164.0,8,1,1,2,0,0
1830,0.9,191,460,1583,2334,8,7,14,No,2,hexa,low,Single,,12.0,7.3,Touch,none,664.21,393.89,574.4,130.71,6,1,0,1,0,1
826,0.7,187,778,1615,1998,17,4,17,No,2,quad,low,Single,3.0,19.0,62.38,LCD,none,628.91,260.72,1025.53,48.59,4,1,0,1,0,0
1864,0.1,142,225,1545,2258,10,1,10,No,4,single,medium,Single,,2.0,7.36,LCD,none,1164.81,394.6,3924.3,186.4,1,2,0,1,0,0
586,0.3,121,785,1118,1869,12,2,7,Yes,4,hepta,low,Single,16.0,17.0,42.68,Touch,g,838.95,285.22,1419.86,83.71,7,1,0,4,1,1
1206,0.6,127,1581,1713,1825,7,1,4,No,4,triple,high,Dual,10.0,13.0,30.89,LCD,g,944.33,837.35,4351.02,301.5,3,3,1,4,0,0
832,0.1,165,9,1944,3946,12,5,14,Yes,4,penta,low,Dual,1.0,2.0,5.14,Touch,n,902.75,379.83,987.55,59.43,5,1,1,5,1,1
848,0.1,103,7,1294,436,10,6,15,Yes,3,hepta,high,Single,1.0,3.0,8.88,Touch,b,543.24,281.84,547.79,56.53,7,3,0,2,1,1
1851,0.7,112,174,1175,2678,6,0,8,No,3,hexa,high,Single,,2.0,53.16,LCD,none,589.61,502.84,0.0,231.38,6,3,0,1,0,0
1166,0.5,80,437,638,3887,8,6,7,Yes,3,single,low,Single,7.0,11.0,58.97,LCD,n,1085.65,196.42,270.09,166.57,1,1,0,5,1,0
1776,0.1,172,278,623,1813,16,13,20,Yes,3,quad,medium,Dual,10.0,16.0,35.19,Touch,b,646.71,84.05,121.72,88.8,4,2,1,2,1,1
1254,0.2,134,1288,1372,817,14,1,16,Yes,4,dual,medium,Single,2.0,10.0,27.76,Touch,n,905.35,340.55,3484.88,78.38,2,2,0,5,1,1
1494,0.2,101,979,1190,3614,15,12,9,No,4,single,medium,Dual,4.0,17.0,24.42,LCD,none,1382.37,203.76,251.88,166.0,1,2,1,1,0,0
984,0.5,119,56,1931,2013,11,7,16,Yes,4,octa,medium,Dual,,18.0,39.57,Touch,none,765.47,376.33,700.68,61.5,8,2,1,1,1,1
1179,0.9,154,913,1429,543,8,7,18,Yes,2,penta,low,Single,1.0,17.0,5.6,LCD,b,490.74,405.19,518.52,65.5,5,1,0,2,1,0
513,0.4,174,282,710,3400,16,6,13,No,2,octa,medium,Single,8.0,13.0,27.86,Touch,n,999.24,113.56,300.57,39.46,8,2,0,5,0,1
557,0.2,89,322,710,2623,17,16,16,No,2,hexa,low,Dual,3.0,4.0,17.3,LCD,none,634.25,84.82,112.71,34.81,6,1,1,1,0,0
744,0.5,105,1252,1963,2700,9,3,19,No,4,quad,medium,Dual,,2.0,33.47,LCD,none,831.07,623.37,1662.01,39.16,4,2,1,1,0,0
1129,0.6,116,1128,1702,1400,11,0,13,Yes,4,dual,low,Dual,9.0,10.0,21.46,Touch,none,975.98,471.48,0.0,86.85,2,1,1,1,1,1
1148,0.3,170,606,688,3127,10,7,11,No,4,penta,high,Dual,,20.0,58.58,LCD,none,915.17,190.78,249.65,104.36,5,3,1,1,0,0
1793,0.7,175,655,1459,2803,19,9,6,No,4,penta,high,Single,12.0,17.0,44.24,Touch,g,931.13,193.22,411.76,298.83,5,3,0,4,0,1
1310,0.2,150,954,970,2518,18,17,5,No,2,penta,high,Dual,3.0,11.0,15.67,Touch,n,939.67,139.58,144.93,262.0,5,3,1,5,0,1
1604,0.5,191,68,1042,3564,7,2,2,No,3,hexa,medium,Single,1.0,15.0,6.66,Touch,none,1032.96,364.32,1323.34,802.0,6,2,0,1,0,1
1676,0.2,145,134,1197,2515,14,8,4,No,3,single,medium,Single,2.0,3.0,37.18,LCD,a,697.23,189.73,380.05,419.0,1,2,0,3,0,0
1001,0.2,117,922,1836,3654,13,9,10,No,3,triple,high,Dual,1.0,7.0,40.16,Touch,a,1273.05,330.04,518.16,100.1,3,3,1,3,0,1
1086,0.1,135,1874,1976,3930,17,1,18,No,4,octa,high,Single,,19.0,24.82,Touch,a,1492.37,406.19,5019.04,60.33,8,3,0,3,0,1
1986,0.1,89,251,599,3476,11,8,17,Yes,4,hepta,low,Dual,7.0,19.0,39.39,Touch,none,1165.1,121.28,190.18,116.82,7,1,1,1,1,1
634,0.2,192,1362,1853,3242,18,11,4,Yes,3,single,low,Single,5.0,12.0,41.43,LCD,b,1109.09,276.9,427.87,158.5,1,1,0,2,1,0
502,1.0,82,281,1159,2666,5,4,20,No,3,hexa,low,Single,7.0,8.0,52.48,Touch,none,730.64,473.07,735.97,25.1,6,1,0,1,0,1
1641,0.7,97,224,1994,1695,13,6,17,No,3,octa,medium,Single,6.0,7.0,48.84,LCD,g,912.73,355.96,844.13,96.53,8,2,0,4,0,0
623,0.2,189,778,844,3510,14,4,18,No,4,triple,medium,Dual,,1.0,15.09,LCD,n,1241.09,200.24,535.94,34.61,3,2,1,5,0,0
962,0.1,161,546,1424,3438,14,3,20,Yes,2,octa,medium,Dual,3.0,20.0,17.6,LCD,none,506.42,270.55,1205.65,48.1,8,2,1,1,1,0
1057,0.1,97,397,891,2033,16,9,2,Yes,4,quad,high,Single,3.0,10.0,41.8,Touch,none,971.26,134.96,251.46,528.5,4,3,0,1,1,1
1862,1.0,182,386,1046,1017,11,3,9,No,3,single,medium,Single,1.0,2.0,62.87,LCD,none,810.94,248.38,885.61,206.89,1,2,0,1,0,0
555,0.8,193,214,1970,1686,8,1,8,Yes,4,dual,high,Dual,5.0,10.0,38.27,LCD,b,581.15,624.3,5003.8,69.38,2,3,1,2,1,0
1000,1.0,135,461,833,862,7,0,20,No,4,penta,high,Single,1.0,12.0,58.7,LCD,none,744.89,345.46,0.0,50.0,5,3,0,1,0,0
841,0.3,81,125,675,957,6,5,11,No,4,penta,low,Single,6.0,14.0,11.4,Touch,none,873.93,223.25,342.9,76.45,5,1,0,1,0,1
865,0.1,89,335,1009,3494,13,3,14,No,2,quad,high,Single,5.0,12.0,16.49,LCD,n,800.63,202.41,854.29,61.79,4,3,0,5,0,0
999,1.0,165,342,1641,3083,8,4,11,No,4,quad,high,Dual,11.0,13.0,56.5,Touch,a,912.72,476.03,1042.04,90.82,4,3,1,3,0,1
1232,0.9,131,625,761,1656,8,4,15,No,3,hexa,medium,Single,12.0,14.0,30.96,Touch,a,731.65,279.65,483.24,82.13,6,2,0,3,0,1
1194,0.2,165,494,509,313,15,1,19,No,4,dual,high,Single,6.0,12.0,34.3,Touch,none,629.73,119.84,1292.86,62.84,2,3,0,1,0,1
612,0.8,179,1145,1487,3282,16,2,18,Yes,4,octa,low,Dual,1.0,6.0,20.73,Touch,b,1114.74,295.63,1888.49,34.0,8,1,1,2,1,1
1362,0.5,186,600,1042,3629,19,17,5,Yes,2,hexa,high,Single,,4.0,47.44,Touch,a,829.14,119.79,155.69,272.4,6,3,0,3,1,1
1469,0.5,169,484,711,1687,15,5,5,No,4,dual,medium,Dual,11.0,14.0,44.31,Touch,b,1042.78,138.17,361.19,293.8,2,2,1,2,0,1
986,0.8,182,199,679,1149,8,7,18,Yes,4,quad,low,Single,13.0,20.0,28.36,Touch,none,780.76,169.07,246.38,54.78,4,1,0,1,1,1
1843,0.8,104,21,832,3899,5,4,6,No,4,triple,high,Single,1.0,7.0,62.62,LCD,n,1173.03,330.14,528.32,307.17,3,3,0,5,0,0
1561,0.5,134,885,1811,1783,13,12,10,No,4,dual,low,Dual,10.0,13.0,4.28,Touch,none,1211.64,289.39,383.33,156.1,2,1,1,1,0,1
